scenario,phase,wall_time,ir_raw,red_raw,ir_mean,red_mean,ac_dc_ratio,peak_to_peak,bpm,spo2_est,amb_t,contact_status,contact_label,contact_conf,signal_present,contact_warmed_up,anomaly_score,anomaly_threshold,is_anomaly,anomaly_persisting_s,severity,temp_context
low_spo2,spo2_93.1,1774761816.399,130654,109645,131000,109000,0.0298,3898.1,78,93.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.01821,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.9,1774761816.499,130425,109612,131000,109000,0.028,3662.3,78,92.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.01485,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.8,1774761816.599,128551,108016,131000,109000,0.0266,3490.0,78,92.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.02811,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.7,1774761816.699,128974,108562,131000,109000,0.027,3532.6,78,92.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.02478,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.6,1774761816.799,132717,111652,131000,109000,0.0285,3729.8,78,92.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.00459,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.5,1774761816.899,134027,112923,131000,109000,0.0284,3714.6,78,92.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.04185,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.4,1774761816.999,132323,110994,131000,109000,0.0263,3441.2,78,92.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.01596,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.3,1774761817.099,129858,109631,131000,109000,0.026,3401.7,78,92.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.02648,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.2,1774761817.199,130794,110049,131000,109000,0.0281,3682.3,78,92.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.00614,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_92.0,1774761817.299,129852,109237,131000,109000,0.0294,3845.2,78,92.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.02899,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.9,1774761817.399,128307,107606,131000,109000,0.0282,3690.6,78,91.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.02975,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.8,1774761817.499,129934,109398,131000,109000,0.0289,3780.6,78,91.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.05008,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.7,1774761817.599,134326,112649,131000,109000,0.028,3674.0,78,91.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.01133,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.6,1774761817.699,133905,112630,131000,109000,0.029,3805.4,78,91.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.04736,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.5,1774761817.799,131294,110569,131000,109000,0.0283,3707.0,78,91.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.04618,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.4,1774761817.899,130379,109777,131000,109000,0.0263,3451.6,78,91.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.05545,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.3,1774761817.999,130469,110073,131000,109000,0.0292,3825.1,78,91.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.00547,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.2,1774761818.099,129383,108811,131000,109000,0.0268,3515.8,78,91.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.02284,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_91.0,1774761818.199,128438,108170,131000,109000,0.0278,3647.6,78,91.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.02301,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.9,1774761818.299,131675,110605,131000,109000,0.0277,3631.8,78,90.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.03062,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.8,1774761818.399,134169,112995,131000,109000,0.0282,3698.7,78,90.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.04367,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.7,1774761818.499,133352,112219,131000,109000,0.0298,3899.5,78,90.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.04558,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.6,1774761818.599,130830,109999,131000,109000,0.0289,3787.5,78,90.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.04004,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.5,1774761818.699,130704,110047,131000,109000,0.0285,3736.5,78,90.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.03331,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.4,1774761818.799,130536,110081,131000,109000,0.03,3936.1,78,90.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.04461,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.3,1774761818.899,128911,108494,131000,109000,0.0293,3841.4,78,90.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.01627,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.1,1774761818.999,128677,108539,131000,109000,0.0277,3632.7,78,90.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.04792,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_90.0,1774761819.099,132348,111749,131000,109000,0.0267,3493.2,78,90.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.02736,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_89.9,1774761819.199,134581,113489,131000,109000,0.031,4062.4,78,89.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.05004,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_89.8,1774761819.299,131696,111758,131000,109000,0.0279,3650.1,78,89.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.04356,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_89.7,1774761819.399,129963,109925,131000,109000,0.0285,3738.4,78,89.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.0451,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_89.6,1774761819.499,130262,110286,131000,109000,0.0291,3809.8,78,89.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.03155,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_89.5,1774761819.599,130028,110015,131000,109000,0.029,3805.3,78,89.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.0269,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_89.4,1774761819.699,128531,108419,131000,109000,0.0254,3332.2,78,89.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.06167,-0.05826,YES,,ALERT,STABLE
low_spo2,spo2_89.2,1774761819.799,129598,109639,131000,109000,0.0275,3600.2,78,89.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.04325,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_89.1,1774761819.899,133485,112828,131000,109000,0.029,3797.5,78,89.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.04759,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_89.0,1774761819.999,133941,113024,131000,109000,0.0288,3774.4,78,89.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.05607,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.9,1774761820.099,131175,111098,131000,109000,0.0289,3783.7,78,88.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.0422,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.8,1774761820.199,130500,110073,131000,109000,0.0271,3554.2,78,88.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.05517,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.7,1774761820.299,131076,110604,131000,109000,0.0271,3551.2,78,88.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.04192,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.6,1774761820.399,129446,109395,131000,109000,0.0282,3693.4,78,88.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.04249,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.5,1774761820.499,128224,108377,131000,109000,0.028,3670.9,78,88.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.05431,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.4,1774761820.599,130687,110681,131000,109000,0.0271,3550.1,78,88.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.05206,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.2,1774761820.699,134275,113483,131000,109000,0.0282,3690.0,78,88.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.0574,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.1,1774761820.799,133408,112821,131000,109000,0.0283,3713.8,78,88.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.03996,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_88.0,1774761820.899,130663,110500,131000,109000,0.0274,3584.4,78,88.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.04691,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_87.9,1774761820.999,130472,110459,131000,109000,0.0249,3255.5,78,87.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.06401,-0.05826,YES,0.8,ALERT,STABLE
low_spo2,spo2_87.8,1774761821.099,130652,110579,131000,109000,0.0263,3449.9,78,87.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.05266,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_87.7,1774761821.199,128619,108934,131000,109000,0.0276,3614.2,78,87.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.05483,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_87.6,1774761821.299,128746,109024,131000,109000,0.03,3935.4,78,87.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.04818,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_87.5,1774761821.399,132085,112007,131000,109000,0.0252,3306.5,78,87.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.05733,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_87.3,1774761821.499,134587,113879,131000,109000,0.0287,3765.6,78,87.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.04057,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_87.2,1774761821.599,132273,112254,131000,109000,0.0273,3581.3,78,87.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.04919,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_87.1,1774761821.699,130390,110534,131000,109000,0.0298,3909.4,78,87.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.05469,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_87.0,1774761821.799,130615,110703,131000,109000,0.0264,3461.2,78,87.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.05129,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_86.9,1774761821.899,130384,110278,131000,109000,0.0247,3238.1,78,86.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.06867,-0.05826,YES,1.7,ALERT,STABLE
low_spo2,spo2_86.8,1774761821.999,128414,108720,131000,109000,0.0245,3208.3,78,86.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.06744,-0.05826,YES,1.8,ALERT,STABLE
low_spo2,spo2_86.7,1774761822.099,129080,109823,131000,109000,0.0269,3519.8,78,86.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.06306,-0.05826,YES,1.9,ALERT,STABLE
low_spo2,spo2_86.6,1774761822.199,133517,112929,131000,109000,0.0242,3170.4,78,86.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.06462,-0.05826,YES,2.0,ALERT,STABLE
low_spo2,spo2_86.4,1774761822.299,134220,113638,131000,109000,0.0269,3526.3,78,86.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.06914,-0.05826,YES,2.1,ALERT,STABLE
low_spo2,spo2_86.3,1774761822.399,131558,111545,131000,109000,0.0315,4132.7,78,86.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.06896,-0.05826,YES,2.2,ALERT,STABLE
low_spo2,spo2_86.2,1774761822.499,130330,110507,131000,109000,0.0234,3071.4,78,86.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.05319,-0.05826,NO,,WARN,STABLE
low_spo2,spo2_86.1,1774761822.599,130108,111053,131000,109000,0.0255,3335.7,78,86.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.08126,-0.05826,YES,2.4,ALERT,STABLE
low_spo2,spo2_86.0,1774761822.699,129509,110115,131000,109000,0.028,3663.9,78,86.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.07025,-0.05826,YES,2.5,ALERT,STABLE
low_spo2,spo2_85.9,1774761822.799,128063,108894,131000,109000,0.0269,3526.0,78,85.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.06186,-0.05826,YES,2.6,ALERT,STABLE
low_spo2,spo2_85.8,1774761822.899,130216,110927,131000,109000,0.028,3663.6,78,85.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.08327,-0.05826,YES,2.7,ALERT,STABLE
low_spo2,spo2_85.7,1774761822.999,133828,113791,131000,109000,0.0267,3502.7,78,85.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.06743,-0.05826,YES,2.8,ALERT,STABLE
low_spo2,spo2_85.6,1774761823.099,133210,113293,131000,109000,0.0307,4022.8,78,85.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.07942,-0.05826,YES,2.9,ALERT,STABLE
low_spo2,spo2_85.4,1774761823.199,130769,111129,131000,109000,0.0271,3544.3,78,85.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.06026,-0.05826,YES,3.0,ALERT,STABLE
low_spo2,spo2_85.3,1774761823.299,130304,110862,131000,109000,0.0262,3428.9,78,85.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.06527,-0.05826,YES,3.1,ALERT,STABLE
low_spo2,spo2_85.2,1774761823.399,130571,110960,131000,109000,0.0273,3582.3,78,85.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.06816,-0.05826,YES,3.2,ALERT,STABLE
low_spo2,spo2_85.1,1774761823.499,128665,109464,131000,109000,0.0306,4007.4,78,85.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.06927,-0.05826,YES,3.3,ALERT,STABLE
low_spo2,spo2_85.0,1774761823.599,128450,109289,131000,109000,0.0274,3588.0,78,85.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.09751,-0.05826,YES,3.4,ALERT,STABLE
low_spo2,spo2_84.9,1774761823.699,131884,112067,131000,109000,0.028,3669.8,78,84.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.08341,-0.05826,YES,3.5,ALERT,STABLE
low_spo2,spo2_84.8,1774761823.799,134324,114322,131000,109000,0.0273,3569.8,78,84.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.08062,-0.05826,YES,3.6,ALERT,STABLE
low_spo2,spo2_84.7,1774761823.899,132720,112754,131000,109000,0.0291,3813.6,78,84.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.07875,-0.05826,YES,3.7,ALERT,STABLE
low_spo2,spo2_84.5,1774761823.999,130499,110863,131000,109000,0.0256,3350.4,78,84.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.07114,-0.05826,YES,3.8,ALERT,STABLE
low_spo2,spo2_84.4,1774761824.099,130666,111149,131000,109000,0.0286,3747.3,78,84.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.09369,-0.05826,YES,3.9,ALERT,STABLE
low_spo2,spo2_84.3,1774761824.199,130271,110639,131000,109000,0.0283,3703.9,78,84.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.09052,-0.05826,YES,4.0,ALERT,STABLE
low_spo2,spo2_84.2,1774761824.299,128504,109320,131000,109000,0.0267,3492.1,78,84.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.08056,-0.05826,YES,4.1,ALERT,STABLE
low_spo2,spo2_84.1,1774761824.399,129494,109855,131000,109000,0.0285,3728.7,78,84.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.07982,-0.05826,YES,4.2,ALERT,STABLE
low_spo2,spo2_84.0,1774761824.499,133197,113063,131000,109000,0.0275,3600.7,78,84.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.07062,-0.05826,YES,4.3,ALERT,STABLE
low_spo2,spo2_83.9,1774761824.599,134501,114190,131000,109000,0.0271,3544.1,78,83.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.06392,-0.05826,YES,4.4,ALERT,STABLE
low_spo2,spo2_83.8,1774761824.699,131475,112170,131000,109000,0.0278,3635.5,78,83.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.08125,-0.05826,YES,4.5,ALERT,STABLE
low_spo2,spo2_83.6,1774761824.799,130101,111020,131000,109000,0.0288,3777.7,78,83.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.06617,-0.05826,YES,4.6,ALERT,STABLE
low_spo2,spo2_83.5,1774761824.899,130577,111299,131000,109000,0.0292,3819.3,78,83.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.06685,-0.05826,YES,4.7,ALERT,STABLE
low_spo2,spo2_83.4,1774761824.999,129686,110341,131000,109000,0.0272,3556.8,78,83.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.07602,-0.05826,YES,4.8,ALERT,STABLE
low_spo2,spo2_83.3,1774761825.099,128343,109317,131000,109000,0.0304,3985.0,78,83.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.09065,-0.05826,YES,4.9,ALERT,STABLE
low_spo2,spo2_83.2,1774761825.199,130129,110931,131000,109000,0.0273,3575.4,78,83.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.07681,-0.05826,YES,5.0,ALERT,STABLE
low_spo2,spo2_83.1,1774761825.299,134225,114099,131000,109000,0.0275,3602.9,78,83.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.089,-0.05826,YES,5.1,ALERT,STABLE
low_spo2,spo2_83.0,1774761825.399,133928,113869,131000,109000,0.0273,3579.0,78,83.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.08911,-0.05826,YES,5.2,ALERT,STABLE
low_spo2,spo2_82.9,1774761825.499,131001,111822,131000,109000,0.0261,3421.6,78,82.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.06445,-0.05826,YES,5.3,ALERT,STABLE
low_spo2,spo2_82.8,1774761825.599,130244,111087,131000,109000,0.0265,3467.8,78,82.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.08318,-0.05826,YES,5.4,ALERT,STABLE
low_spo2,spo2_82.6,1774761825.699,130665,111512,131000,109000,0.0262,3435.3,78,82.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.10773,-0.05826,YES,5.5,ALERT,STABLE
low_spo2,spo2_82.5,1774761825.799,128981,110089,131000,109000,0.0252,3306.0,78,82.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.09273,-0.05826,YES,5.6,ALERT,STABLE
low_spo2,spo2_82.4,1774761825.899,128512,109464,131000,109000,0.0262,3435.2,78,82.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.10329,-0.05826,YES,5.7,ALERT,STABLE
low_spo2,spo2_82.3,1774761825.999,131512,112253,131000,109000,0.0317,4149.5,78,82.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.08135,-0.05826,YES,5.8,ALERT,STABLE
low_spo2,spo2_82.2,1774761826.099,134077,114481,131000,109000,0.0273,3577.9,78,82.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.07795,-0.05826,YES,5.9,ALERT,STABLE
low_spo2,spo2_82.1,1774761826.199,133001,113339,131000,109000,0.029,3800.3,78,82.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.08056,-0.05826,YES,6.0,ALERT,STABLE
low_spo2,spo2_82.0,1774761826.299,130798,111300,131000,109000,0.0281,3687.5,78,82.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.10781,-0.05826,YES,6.1,ALERT,STABLE
low_spo2,spo2_81.9,1774761826.4,130406,111351,131000,109000,0.0271,3547.6,78,81.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.11003,-0.05826,YES,6.2,ALERT,STABLE
low_spo2,spo2_81.7,1774761826.5,130515,111297,131000,109000,0.0262,3427.1,78,81.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.09215,-0.05826,YES,6.3,ALERT,STABLE
low_spo2,spo2_81.6,1774761826.6,128818,109769,131000,109000,0.0266,3483.3,78,81.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.10051,-0.05826,YES,6.4,ALERT,STABLE
low_spo2,spo2_81.5,1774761826.7,129010,110143,131000,109000,0.0249,3257.7,78,81.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.10212,-0.05826,YES,6.5,ALERT,STABLE
low_spo2,spo2_81.4,1774761826.8,132986,113308,131000,109000,0.0245,3213.9,78,81.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.09989,-0.05826,YES,6.6,ALERT,STABLE
low_spo2,spo2_81.3,1774761826.9,134526,114588,131000,109000,0.0278,3638.0,78,81.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.09555,-0.05826,YES,6.7,ALERT,STABLE
low_spo2,spo2_81.2,1774761827.0,132082,112806,131000,109000,0.0284,3721.6,78,81.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.11617,-0.05826,YES,6.8,ALERT,STABLE
low_spo2,spo2_81.1,1774761827.1,130421,111462,131000,109000,0.0271,3555.7,78,81.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.09729,-0.05826,YES,6.9,ALERT,STABLE
low_spo2,spo2_81.0,1774761827.2,130516,111832,131000,109000,0.0265,3476.3,78,81.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.08517,-0.05826,YES,7.0,ALERT,STABLE
low_spo2,spo2_80.8,1774761827.3,129764,111049,131000,109000,0.0267,3493.3,78,80.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.08422,-0.05826,YES,7.1,ALERT,STABLE
low_spo2,spo2_80.7,1774761827.4,127829,109662,131000,109000,0.0243,3184.1,78,80.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.11571,-0.05826,YES,7.2,ALERT,STABLE
low_spo2,spo2_80.6,1774761827.5,130399,111257,131000,109000,0.0244,3197.9,78,80.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.10439,-0.05826,YES,7.3,ALERT,STABLE
low_spo2,spo2_80.5,1774761827.6,133573,114382,131000,109000,0.0303,3970.1,78,80.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.09846,-0.05826,YES,7.4,ALERT,STABLE
low_spo2,spo2_80.4,1774761827.7,133937,114526,131000,109000,0.0258,3381.5,78,80.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.09866,-0.05826,YES,7.5,ALERT,STABLE
low_spo2,spo2_80.3,1774761827.8,131358,112168,131000,109000,0.0265,3471.5,78,80.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.09183,-0.05826,YES,7.6,ALERT,STABLE
low_spo2,spo2_80.2,1774761827.9,130380,111428,131000,109000,0.0268,3515.2,78,80.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.11158,-0.05826,YES,7.7,ALERT,STABLE
low_spo2,spo2_80.1,1774761828.0,130693,111848,131000,109000,0.0271,3550.1,78,80.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.09093,-0.05826,YES,7.8,ALERT,STABLE
low_spo2,spo2_80.0,1774761828.1,129378,110717,131000,109000,0.0249,3261.1,78,80.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.10722,-0.05826,YES,7.9,ALERT,STABLE
low_spo2,spo2_79.8,1774761828.2,128550,109906,131000,109000,0.0264,3464.1,78,79.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.11723,-0.05826,YES,8.0,ALERT,STABLE
low_spo2,spo2_79.7,1774761828.3,131420,112334,131000,109000,0.0285,3729.7,78,79.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.10877,-0.05826,YES,8.1,ALERT,STABLE
low_spo2,spo2_79.6,1774761828.4,134238,114970,131000,109000,0.0262,3434.1,78,79.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.09399,-0.05826,YES,8.2,ALERT,STABLE
low_spo2,spo2_79.5,1774761828.5,133198,114091,131000,109000,0.0267,3494.2,78,79.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.11707,-0.05826,YES,8.3,ALERT,STABLE
low_spo2,spo2_79.4,1774761828.6,130540,111799,131000,109000,0.0285,3735.6,78,79.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.10521,-0.05826,YES,8.4,ALERT,STABLE
low_spo2,spo2_79.3,1774761828.7,130414,111787,131000,109000,0.0281,3675.3,78,79.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.12053,-0.05826,YES,8.5,ALERT,STABLE
low_spo2,spo2_79.2,1774761828.8,130377,111910,131000,109000,0.0263,3450.7,78,79.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.11883,-0.05826,YES,8.6,ALERT,STABLE
low_spo2,spo2_79.1,1774761828.9,129131,110060,131000,109000,0.0257,3363.1,78,79.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.09636,-0.05826,YES,8.7,ALERT,STABLE
low_spo2,spo2_78.9,1774761829.0,128755,110470,131000,109000,0.0307,4023.9,78,78.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.12284,-0.05826,YES,8.8,ALERT,STABLE
low_spo2,spo2_78.8,1774761829.1,132335,113573,131000,109000,0.0274,3584.8,78,78.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.12158,-0.05826,YES,8.9,ALERT,STABLE
low_spo2,spo2_78.7,1774761829.2,134329,115074,131000,109000,0.0282,3693.1,78,78.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.10866,-0.05826,YES,9.0,ALERT,STABLE
low_spo2,spo2_78.6,1774761829.3,132163,113335,131000,109000,0.0283,3709.8,78,78.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.12305,-0.05826,YES,9.1,ALERT,STABLE
low_spo2,spo2_78.5,1774761829.4,130262,111764,131000,109000,0.0297,3894.4,78,78.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.11883,-0.05826,YES,9.2,ALERT,STABLE
low_spo2,spo2_78.4,1774761829.5,130669,112089,131000,109000,0.0269,3523.2,78,78.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.12865,-0.05826,YES,9.3,ALERT,STABLE
low_spo2,spo2_78.3,1774761829.6,129802,111586,131000,109000,0.0266,3486.2,78,78.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.11874,-0.05826,YES,9.4,ALERT,STABLE
low_spo2,spo2_78.2,1774761829.7,128169,109950,131000,109000,0.0268,3507.0,78,78.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.10636,-0.05826,YES,9.5,ALERT,STABLE
low_spo2,spo2_78.0,1774761829.8,129663,111289,131000,109000,0.0268,3514.4,78,78.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.12501,-0.05826,YES,9.6,ALERT,STABLE
low_spo2,spo2_77.9,1774761829.9,133535,114533,131000,109000,0.0273,3580.5,78,77.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.12724,-0.05826,YES,9.7,ALERT,STABLE
low_spo2,spo2_77.8,1774761830.0,134071,115047,131000,109000,0.0278,3642.3,78,77.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.11667,-0.05826,YES,9.8,ALERT,STABLE
low_spo2,spo2_77.7,1774761830.1,131337,112876,131000,109000,0.0282,3693.2,78,77.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.10879,-0.05826,YES,9.9,ALERT,STABLE
